image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1965-06-01,José Luis Ribera,Spanish football player/manager,association football player association football manager,,Spain,José Luis,2020-06-01
,1965-06-01,Hiroyuki Kimura,Japanese video game designer,engineer,,Japan,Hiroyuki,2020-06-01
,1965-06-01,Nigel Short,British chess player and writer,chess player writer,,United Kingdom,Nigel,2020-06-01
,1965-06-01,Jeff Nelson,American baseball umpire,baseball umpire,,,Jeff,2020-06-01
,1965-06-01,Corey Gaines,American basketball player-coach,basketball player basketball coach,,United States of America,Corey,2020-06-01
,1965-06-01,Zita Gurmai,Hungarian politician,politician economist,member of the National Assembly of Hungary member of the European Parliament Representative of the Parliamentary Assembly of the Council of Europe,Hungary,Zita,2020-06-01
,1965-06-01,Adeena Karasick,Canadian poet,poet writer,,Canada,,2020-06-01
,1965-06-01,Susan Smith,British rower,rower,,United Kingdom,Susan,2020-06-01
,1965-06-01,Cissi Elwin Frenkel,Swedish journalist and TV presenter,journalist television presenter,,Sweden,,2020-06-01
,1965-06-01,Georgie Gardner,Australian journalist,journalist,,Australia,Georgie,2020-06-01
,1965-06-01,James DiGiovanna,American journalist,journalist,,United States of America,James,2020-06-01
,1965-06-01,Joe Painter,geographer,geographer,,United Kingdom,Joe,2020-06-01
,1965-06-01,Carlos Fernández,Spanish wrestler born 1965,amateur wrestler,,Spain,Carlos,2020-06-01
,1965-06-01,Jane Bland,American lawyer from Texas and former state court judge,judge,,United States of America,Jane,2020-06-01
,1965-06-01,Reed O'Connor,United States federal judge,lawyer judge,,United States of America,Reed,2020-06-01
,1965-06-01,Suzanne Todd,American film producer,film producer,,United States of America,Suzanne,2020-06-01
,1965-06-01,Vinod Kapoor,Indian actor,actor,,,,2020-06-01
,1965-06-01,Sándor Csató,football player,association football player association football manager,,Hungary,Sándor,2020-06-01
,1964-06-01,Davy Jones,American racing driver,racing automobile driver,,United States of America,Davy,2020-06-01
,1964-06-01,Øyvind Eriksen,Norwegian lawyer,lawyer,,Norway,Øyvind,2020-06-01
,1964-06-01,Helen Keller,Swiss jurist,jurist university teacher judge,Judge of the European Court of Human Rights,Switzerland,Helen,2020-06-01
,1964-06-01,Bob Bleier,American football player,American football player,,United States of America,Bob,2020-06-01
,1964-06-01,Nathalie Loiseau,French official and politician,Q29963186 politician,director minister member of the European Parliament,France,Nathalie,2020-06-01
,1964-06-01,Ivan Moody,British composer,composer conductor,,United Kingdom,Ivan,2020-06-01
,1964-06-01,Trischa Zorn,American Paralympic swimmer,swimmer,,United States of America,,2020-06-01
,1964-06-01,Rod Humble,video game designer,engineer,,United States of America,Rod,2020-06-01
,1964-06-01,Ivan Pereira Bishop Of Jammu Drinagar Diocese,"Russian Catholic priest, Catholic bishop and diocesan bishop (*1964) ♂",Catholic priest,Catholic bishop diocesan bishop,Russia,Ivan,2020-06-01
,1964-06-01,Rocío Caballero,Mexican painter,painter,,Mexico,Rocío,2020-06-01
,1964-06-01,Marc Tarpenning,American entrepreneur,entrepreneur,,United States of America,Marc,2020-06-01
,1964-06-01,Martín Hernández,Mexican sound editor,audio engineer,,Mexico,Martín Martin,2020-06-01
,1964-06-01,Taras Chornovil,Member of Ukrainian Parliament,politician,People's Deputy of Ukraine,Soviet Union Ukraine,Taras,2020-06-01
,1964-06-01,Elizabeth Ann Copeland,American judge,lawyer judge,,,Elizabeth,2020-06-01
,1964-06-01,Peter Densley,Australian rules footballer,Australian rules football player,,,Peter,2020-06-01
,1964-06-01,Vadim Pankov,Russian volleyball coach,volleyball player coach,,Russia,Vadim,2020-06-01
,1964-06-01,Peter Maes,Footballer,association football player association football manager,,Belgium,Peter,2020-06-01
,1964-06-01,Marianne Florman,Danish handball player,handball player,,Denmark,Marianne,2020-06-01
,1964-06-01,Craig M. Crews,biochemist (*1964) ♂,biochemist,,,Craig,2020-06-01
,1964-06-01,Shayne Burgess,British darts player,darts player,,United Kingdom,,2020-06-01
,1964-06-01,Hitoshi Tomishima,Japanese association football player,association football player,,Japan,Hitoshi,2020-06-01
,1964-06-01,Alan Lewis,Irish cricketer,cricketer rugby union match official,,Ireland,Alan,2020-06-01
,1964-06-01,Arben Arbëri,Albanian footballer,association football player,,Albania,Arben,2020-06-01
,1964-06-01,Bruno Casanova,Italian motorcycle racer,motorcycle racer,,Italy,Bruno,2020-06-01
,1964-06-01,Christian Laurin,Canadian actor,actor circus performer television actor,,Canada,Christian,2020-06-01
,1964-06-01,Ismail Darbar,Indian composer,composer music director,,India,Ismail,2020-06-01
,1964-06-01,Casper de Vries,South African entertainer,comedian,,South Africa,Casper,2020-06-01
,1964-06-01,Rubén Gorospe,Spanish bicycle racer,sport cyclist,,Spain,Ruben,2020-06-01
,1964-06-01,Mauricio Rivas,fencer,fencer,,Colombia,Mauricio,2020-06-01
,1964-06-01,Bunny Bleu,American pornographic actress,pornographic actor actor model,,United States of America,Bunny,2020-06-01
,1964-06-01,Boy Cabahug,Filipino basketball player,basketball player,,Philippines,,2020-06-01
,1964-06-01,Mihoko Iwaya,Japanese association football player,association football player,,Japan,,2020-06-01
,1964-06-01,Damjan Kozole,Slovenian film director,film director screenwriter,,Slovenia Socialist Federal Republic of Yugoslavia,Damjan,2020-06-01
,1964-06-01,Deirdre Bolton,American broadcast journalist woman reporter and correspondent business news and commentator,journalist news presenter,,United States of America,Deirdre,2020-06-01
,1964-06-01,Ahmed Idris Wase,member of the House of Representatives of Nigeria,,member of the House of Representatives of Nigeria,,,2020-06-01
,1964-06-01,Peter Lindgren (tennis),tennis player,tennis player,,,Peter,2020-06-01
,1964-06-01,Magomedsalam Magomedov,Russian politician,politician association football player economist,President of Dagestan,Soviet Union Russia,Mohammed,2020-06-01
,1964-06-01,Iliana Calabró,Argentinian actor,actor,,Argentina,Iliana,2020-06-01
,1964-06-01,Bobby Howard,American football running back,American football player,,,Bobby,2020-06-01
,1964-06-01,Johannes Nagele,fencer,fencer,,Austria,Johannes,2020-06-01
,1964-06-01,Kevin L. Finnegan,American politician,politician,member of the Massachusetts House of Representatives,United States of America,Kevin,2020-06-01
,1964-06-01,Lezlie Deane,actress,actor television actor film actor,,United States of America,,2020-06-01
,1964-06-01,Marek Stępień,fencer,fencer,,Poland,Marek,2020-06-01
,1964-06-01,Rashid Patel,cricketer,cricketer,,India,Rashid,2020-06-01
,1964-06-01,Rostislav Pohlmann,Czech basketball player and paralympist,athletics competitor,,,Rostislav,2020-06-01
,1964-06-01,Tavinan Kongkran,Thailand model,model beauty pageant contestant,,Thailand,,2020-06-01
,1964-06-01,Gottfried von der Goltz,German-Norwegian musician,conductor musician university teacher,,Germany Norway,Gottfried,2020-06-01
,1963-06-01,Christophe Tiozzo,boxer,boxer,,France,Christophe,2020-06-01
,1963-06-01,Angelika Nussberger,German judge and slavist,judge university teacher,Judge of the European Court of Human Rights,Germany,Angelika,2020-06-01
,1963-06-01,Jacqueline Fehr,Swiss politician,politician,Member of the Swiss National Council Q74600725 member of the Cantonal Council of Zurich,Switzerland,Jacqueline,2020-06-01
,1963-06-01,Igor Zhelezovski,Belarusian speed skater,speed skater,,Belarus Soviet Union,Ihar Igor,2020-06-01
,1963-06-01,Ioannis Vroutsis,Greek politician and economist,politician economist,"Member of the Hellenic Parliament Minister of Labour, Social Security and Welfare Q95224040",Greece,Giannis,2020-06-01
,1963-06-01,Helgard Müller,South African rugby union footballer,rugby union player cricketer,,South Africa,,2020-06-01
,1963-06-01,T N Seema,Indian politician,politician,Member of Rajya Sabha,India,T.,2020-06-01
,1963-06-01,Karl Fairbank,"English rugby league footballer, and coach",rugby league player,,United Kingdom,Karl,2020-06-01
,1963-06-01,Nazim Hussain,Hindustani instrumentalist,,,India,Nazim,2020-06-01
,1963-06-01,Miles J. Padgett,Professor of Optics,researcher,,United Kingdom,Miles,2020-06-01
,1963-06-01,Kumar Bishwajit,Bangladeshi singer,singer,,Bangladesh,,2020-06-01
,1963-06-01,Jenny Owens,Australian cricketer,cricketer,,Australia,Jenny,2020-06-01
,1963-06-01,Juan Manuel Llop,Argentine footballer and manager,association football player association football manager,,Argentina,Angel Luis Del Sol Aguirre,2020-06-01
,1963-06-01,Hari Bahadur Khadka,Nepalese politician,politician,Member of the Nepalese Constituent Assembly Member of the Parliament of Nepal,Nepal,Hari,2020-06-01
,1963-06-01,Dilip Kamble,Indian politician,politician,Member of the Maharashtra Legislature,India,,2020-06-01
,1963-06-01,Chris Smith,American football player,American football player,,United States of America,Chris,2020-06-01
,1963-06-01,Mike Joyce,English musician,drummer,,England United Kingdom,Mike,2020-06-01
,1963-06-01,Benny F. Andersen,Danish yacht racer,sailor,,Denmark,Benny,2020-06-01
,1963-06-01,Suvi-Anne Siimes,Finnish politician,politician economist,member of the Parliament of Finland Minister of Culture chairperson,Finland,Suvi-Anne,2020-06-01
,1963-06-01,Dharampal Singh,Indian politician,politician,,India,,2020-06-01
,1963-06-01,David Rudman,American Puppeteer and cartoonist,television director puppeteer voice actor screenwriter,,United States of America,David,2020-06-01
,1963-06-01,Vital Borkelmans,Belgian association football player,association football player association football manager,,Belgium,Vital,2020-06-01
,1963-06-01,Farida Yasmin,Bangladeshi journalist and the first female general secretary of National Press Club,journalist,,Bangladesh Pakistan,,2020-06-01
,1963-06-01,Anne Floriet,Gold medal paralympian,biathlete cross-country skier,,France,Anne,2020-06-01
,1963-06-01,Matthew Parker,priest,priest,,,Matthew,2020-06-01
,1963-06-01,Reika Utsugi,Olympic softball player,softball player,,Japan,,2020-06-01
,1963-06-01,Baby Pozzi,Italian pornographic film actor,pornographic actor actor,,Italy,,2020-06-01
,1963-06-01,Luis Almagro,"Uruguayan lawyer, diplomat, and politician",diplomat politician lawyer,Member of the Senate of Uruguay ambassador of Uruguay to Islamic Republic of Iran ambassador of Uruguay to Germany ambassador of Uruguay to China foreign minister General Secretariat of the Organization of American States,Uruguay,Luis Leonardo,2020-06-01
,1963-06-01,Madlena Staneva,Bulgarian basketball player,basketball player,,Bulgaria,,2020-06-01
,1963-06-01,Yevgeny Erastov,writer,poet,,Russia,Yevgeny,2020-06-01
,1963-06-01,Eileen Daly,"English model, actress, director, producer, writer",actor model pornographic actor glamour model screenwriter film actor television presenter,,United Kingdom,Eileen Mary Theresa,2020-06-01
,1963-06-01,Andrew Woodall,British actor,actor,,United Kingdom,Andrew,2020-06-01
,1963-06-01,Annie Lanzillotto,American musician and writer,artist songwriter,,United States of America,Annie,2020-06-01
,1963-06-01,Barry Moir,South African tennis player,tennis player,,South Africa,Barry,2020-06-01
,1963-06-01,Brian Goodman,American actor,actor screenwriter television actor film actor television director,,United States of America,Brian,2020-06-01
,1963-06-01,Clayton Littlewood,British writer,writer,,United Kingdom,Clayton,2020-06-01
,1963-06-01,George Hines,American professional wrestler,professional wrestler,,United States of America,George,2020-06-01
,1963-06-01,Umme Kulsum Smrity,"Bangladeshi politician, Member of parliament",politician,Member of the 10th Jatiya Sangsad,Bangladesh,,2020-06-01
,1963-06-01,Hari Narke,scholar,writer,,India,,2020-06-01
,1963-06-01,Douglas Odame,Ghanaian boxer,boxer,,,Douglas,2020-06-01
,1963-06-01,Kevin A. Ross,American judge,lawyer judge radio personality,,United States of America,Kevin,2020-06-01
,1963-06-01,Michael Pucci,American-born Australian politician,soldier politician,Member of the Queensland Legislative Assembly,Australia United States of America,Michael,2020-06-01
,1963-06-01,Mirel Josa,Albanian footballer,association football player association football manager,,Albania,,2020-06-01
,1963-06-01,Neal Dellocono,American football player (*1963) ♂,American football player,,,,2020-06-01
,1963-06-01,Shawn Pelton,American drummer and percussionist,drummer,,United States of America,Shawn,2020-06-01
,1963-06-01,Nery Minchez,Person (*1963) ♂,,,,,2020-06-01
,1962-06-01,József Jacsó,Hungarian weightlifter,weightlifter,,Hungary,József,2020-06-01
,1962-06-01 1962-07-01,Piotr Kwasigroch,Polish ice hockey player and coach,ice hockey player,,Poland,Piotr,2020-06-01
,1962-06-01,Marie Simonsen,Norwegian journalist,journalist,,Norway,Marie,2020-06-01
,1962-06-01,Jessie Reid,Major League Baseball player,baseball player,,United States of America,Jessie,2020-06-01
,1962-06-01,Joseph Ramotshabi,Motswana athletics competitor,athletics competitor,,Botswana,Joseph,2020-06-01
,1962-06-01,Zbigniew Waldemar Kaczmarek,Polish footballer,association football player weightlifter association football manager,,Poland,Zbigniew,2020-06-01
,1962-06-01,Bharathi Kannan,Indian actor,film director,,India,,2020-06-01
,1962-06-01,Yoelle Maarek,vice president of research at Yahoo,computer scientist,,Israel,,2020-06-01
,1962-06-01,Adriean Videanu,Romanian politician,politician businessperson,Mayor of Bucharest member of the Chamber of Deputies of Romania,Romania,,2020-06-01
,1962-06-01,Satish Jarkiholi,Indian politician,politician,Member of the Karnataka Legislative Assembly,India,Satish,2020-06-01
,1962-06-01,Davut Kavranoğlu,Turkish politician,,,,Davut,2020-06-01
,1962-06-01,María Pia Ayora,Peruvian swimmer,swimmer,,Peru,María,2020-06-01
,1962-06-01,Abdurehim Heyt,Chinese poet,Singer,,People's Republic of China,,2020-06-01
,1962-06-01,Abibilla Kudayberdiev,Kyrgyzstan civil servant and military personnel (*1962) ♂,civil servant military personnel,,Kyrgyzstan,,2020-06-01
,1962-06-01,Olga Golodets,Russian politician,economist politician,First Deputy Chairman of the Government of the Russian Federation Deputy Chairman of the Government of the Russian Federation,Russia,Olga,2020-06-01
,1962-06-01,Wilfredo Ruiz,Uruguayan basketball player,basketball player,,Uruguay,Wilfredo,2020-06-01
,1962-06-01,Sherri Howard,"Athletics competitor, sprinter, 400 metres runner",athletics competitor actor,,United States of America,,2020-06-01
,1962-06-01,Aled Edwards,Canadian scientist,researcher biochemist,,Canada,Aled,2020-06-01
,1962-06-01,Muhammad Hussain Khan,politician in Pakistan,politician,Member of the Provincial Assembly of Sindh,,,2020-06-01
,1962-06-01,Dave Toub,American football player and coach,coach,,United States of America,Dave,2020-06-01
,1962-06-01,John Houlding,Canadian rower,rower,,Canada,John,2020-06-01
,1962-06-01,Mats Fransson,Swedish handball player,handball player,,Sweden,Mats,2020-06-01
,1962-06-01,Igor Klimov,Olympic wrestler,amateur wrestler,,Kazakhstan,Igor,2020-06-01
,1962-06-01,Suresh Tak,Indian politician,politician,Member of the Rajasthan Legislative Assembly,India,,2020-06-01
,1962-06-01,Margarita Louis-Dreyfus,"Swiss businessperson of Russian origin, heiress, billionaire",businessperson,,Soviet Union Switzerland,Margarita,2020-06-01
