image,Born,Person,description,occupation,position held,country of citizenship,given name
,1960-05-07,Ah Xian,"Chinese born artist based in Sydney, Australia",artist sculptor,,People's Republic of China,
,1960-05-07,Barry Knight,Football referee,association football referee,,,Barry
,1960-05-07,Batu Siharulidze,Georgian sculptor,sculptor,,Georgia,Batu
,1960-05-07,Grigore Anghel,Romanian bobsledder,athlete,,,
,1960-05-07,Francis MacKenzie,Canadian politician,politician,,Canada,Francis
,1960-05-07,Kim Manning,American actress and dancer,television presenter actor dancer,,United States of America,Kim
,1960-05-07,Jackson Katz,American film producer; campaigner against domestic violence,scientist film producer,,United States of America,Jackson
,1960-05-07,Joseph Wagner,American politician,politician,member of the Massachusetts House of Representatives,United States of America,Joseph
,1960-05-07,José-Ricardo de Jesús,Puerto Rican Olympic swimmer,swimmer,,Puerto Rico,
,1960-05-07,Alan Gornall,British cyclist and sporting director,sport cyclist sporting director,,United Kingdom,Alan
,1960-05-07,Francis Mougel,French biathlete,biathlete,,France,Francis
,1960-05-07,Eric Lobron,chess grandmaster,chess player,,Germany,Eric
,1960-05-07,Paul Akers,businessman,,,United States of America,Paul
,1960-05-07,Paul Harvey,English musician and artist and graphic designer,musician painter,,United Kingdom,Paul
,1960-05-07,Philip Stephens,English cricketer,cricketer,,United Kingdom,Philip
,1960-05-07,Roger Swainston,Australian fish illustrator,painter scientific illustrator,,Australia,Roger
,1960-05-07,Shelagh McLeod,Canadian actress,actor film actor film director screenwriter,,Canada,Shelagh
,1960-05-07,Wendy Barlow,Canadian tennis player,tennis player,,Canada,Wendy
,1959-05-07,Mick LaSalle,American film critic,podcaster journalist film critic,,United States of America,Mick
,1959-05-07,Bruno Ilien,French racing driver,racing driver racing automobile driver,,France,Bruno
,1959-05-07,James Runcie,"English writer, filmmaker",novelist writer film director film producer television producer screenwriter theater director television director,,United Kingdom,James
,1959-05-07,Alex Marshall,journalist,journalist,,United Kingdom,Alex
,1959-05-07,Dan Shak,American poker player and businessman,poker player businessperson,,United States of America,Daniel
,1959-05-07,Cousin Silas,English musician,musician,,United Kingdom,David
,1959-05-07,Alphonsus Cullinan,Irish Roman Catholic bishop,Catholic priest,Catholic bishop diocesan bishop,Ireland,Alphonsus
,1959-05-07,Sigrid Landgraf,Olympic medalist,field hockey player,,Germany,Sigrid
,1959-05-07,Steve Hansen,New Zealand rugby union footballer and coach,rugby union player,,New Zealand,Stephen William
,1959-05-07,Tamara E. Jernigan,astronaut,astronaut engineer,,United States of America,Tamara
,1959-05-07,Petar Georgiev,Bulgarian swimmer,swimmer,,Bulgaria,
,1959-05-07,Karin Deleurand,Danish swimmer,swimmer,,Denmark,Karin
,1959-05-07,Lynsey Baxter,British actress,stage actor film actor,,United Kingdom,Lynsey
,1959-05-07,Sam Williams,"American basketball player, born 1959",basketball player,,United States of America,Sam
,1959-05-07,Michael E. Knight,American actor,actor television actor film actor,,United States of America,Michael
,1959-05-07,Don Langsford,Australian rules footballer,Australian rules football player,,,Don
,1959-05-07,George Plaster,American sports announcer,radio personality,,United States of America,George
,1959-05-07,Halfdan W. Freihow,Norwegian writer,linguist writer translator literary critic,,Norway,Halfdan
,1959-05-07,Heiki Valk,Estonian archaeologist,anthropologist archaeologist historian researcher,,Estonia,Heiki
,1959-05-07,Ayi Sodogah,Togolese boxer,boxer,,Togo,
,1959-05-07,Johan Schildt,"actor, writer, publisher",actor screenwriter television actor,,Sweden,Johan
,1959-05-07,Georgiy Kolnootchenko,Belarusian discus thrower,athletics competitor,,Soviet Union,Georgiy
,1959-05-07,Jamal Abdillah,Malaysian pop singer and actor,singer,,Malaysia,Jamal
,1959-05-07,Eric Milnes,"American harpsichordist, organist and conductor",organist conductor harpsichordist,,,Eric
,1959-05-07,Linda Maguire,singer,singer opera singer,,United States of America,Linda
,1959-05-07,"Solomon Yue , Jr.",Chinese American politician,politician,,United States of America,
,1959-05-07,Robin Freeman,professional golfer,golfer,,United States of America,Robin
,1959-05-07,S. P. Jananathan,Indian film director,film director,,India,S.
,1959-05-07,Tan Suee Chieh,Singaporean businessperson,actuary businessperson,,Malaysia,Tan
,1959-05-07,Tony Sealy,Footballer,association football player association football manager,,United Kingdom,Tony
,1958-05-07,Lady Zu,Brazilian singer,singer,,Brazil,
,1958-05-07,Jon Bogdanove,American comic book artist and writer,writer comics artist,,United States of America,Jon
,1958-05-07,Marty Willson-Piper,"English Guitarist, Singer and Songwriter",guitarist,,United Kingdom,Marty
,1958-05-07,Frank Cousins,American politician,politician,member of the Massachusetts House of Representatives,United States of America,Frank
,1958-05-07,Dale Foster,Australian rules footballer,Australian rules football player,,,Dale
,1958-05-07,Oscar Leeser,American politician,politician,,United States of America,Oscar
,1958-05-07,Josef Schlickenrieder,German ice hockey player,ice hockey player,,Germany,Josef
,1958-05-07,Bernardo Carpio,Filipino basketball player,basketball player,,Philippines,Bernardo
,1958-05-07,Sara van de Geer,Dutch statistician,statistician mathematician university teacher,,Kingdom of the Netherlands,Sara
,1958-05-07,Horst Bellingrodt,Colombian sports shooter,athlete,,Colombia,Horst
,1958-05-07,Hélène Lipietz,French politician,politician lawyer,member of the regional council of Île-de-France member of the Senate of France,France,Hélène
,1958-05-07,Michael Formanek,American musician,jazz musician,,United States of America,Michael
,1958-05-07,Alan John,Australian composer,composer,,Australia,Alan
,1958-05-07,David Raju Palaparthi,Indian politician,politician,Member of the Andhra Pradesh Legislative Assembly,India,David
,1958-05-07,Anne Marie Rafferty,"British nurse, administrator, academic and researcher",nurse,,United Kingdom,Anne
,1958-05-07,Cesare de Montis,Member of the delegation of the European Union to Moldova,civil servant,,,Cesare
,1958-05-07,Claudia Sersun,Moldovan musician,musician,,Moldova,Claudia
,1958-05-07,Dirk Schuebel,German diplomat,diplomat,,Germany,Dirk
,1958-05-07,Efrem Emerson,American writer,writer,,United States of America,Efrem
,1958-05-07,Gili Landau,Football Manager,association football player,,Israel,
,1958-05-07,Kazuyoshi Akaba,Japanese politician,politician,member of the House of Representatives of Japan,Japan,Kazuyoshi
,1958-05-07,Marian Mihail,Romanian footballer,association football player association football manager,,Romania,Marian
,1958-05-07,Mark G. Kuzyk,American physicist,physicist,,,Mark
,1958-05-07,Petre Popa,Moldovan writer and activist,writer,,Moldova,Petre
,1958-05-07,Philip Remler,American diplomat,diplomat,,,Philip
,1958-05-07,Tadeusz Dolny,Polish footballer,association football player,,Poland,Tadeusz
,1958-05-07,Rod Pacheco,former Assemblyman and District Attorney,politician,member of the California State Assembly,United States of America,Rod
,1958-05-07,Christine Lieberknecht,German politician,politician,Member of the Landtag of Thuringia Minister-President of Thuringia,Germany German Democratic Republic,Christine Christina
,1958-05-07,Victor Rusu,Moldovan politician,journalist politician,,Moldova,Victor
,1958-05-07,Mikhail Biryukov,Soviet and Russian football player,association football player association football manager coach,,Soviet Union,Mikhail
,1958-05-07,Louis Orr,American basketball player-coach,basketball coach basketball player,,United States of America,Louis
,1958-05-07,Vladimir Yesheyev,Soviet archer,archer,,Soviet Union,Wladimir Vladimir
,1958-05-07,Uli M Schueppel,film director,film director screenwriter,,Germany,Uli
,1957-05-07,Barbara d'Urso,Italian television presenter,television presenter actor journalist,,Italy,Maria Carmela
,1957-05-07,Ned Bellamy,American actor,television actor film actor actor,,United States of America,Ned
,1957-05-07,Michael von Graffenried,Swiss photographer,photographer,,Switzerland,Michael
,1957-05-07,Humphrey Ikin,designer,furniture designer artist,,New Zealand,Humphrey
,1957-05-07,Hisao Yanagisawa,Japanese canoeist,canoeist,,Japan,Hisao
,1957-05-07,Marie-Jo Thiel,French philosopher,philosopher physician university teacher administrator intercalaris researcher,,France,Marie
,1957-05-07,Sinjin Smith,American beach volleyball player,volleyball player beach volleyball player,,United States of America,
,1957-05-07 1953-05-07,Joshua Sinclair,"American writer, actor and director",actor film producer writer film director screenwriter film actor,,United States of America,Joshua
,1957-05-07,Sarah Mkhonza,Swazi writer,writer lecturer linguist human rights activist journalist,,Eswatini,Sarah
,1957-05-07,Simon Loueckhote,French politician,politician,member of the Senate of France,France,Simon
,1957-05-07,Jordan Lund,American actor,actor stage actor television actor,,United States of America,Jordan
,1957-05-07,Mark Taylor,American politician,politician,Lieutenant Governor of Georgia,United States of America,Mark
,1957-05-07,Véronique Jannot,French actress and singer,actor singer film actor,,France,Véronique
,1957-05-07,Billy Roe,American racing driver,engineer racing automobile driver,,United States of America,Billy
,1957-05-07,Carmen Delgado,actress,actor film actor television actor,,Mexico,Carmen
,1957-05-07,Krzysztof Kucharczyk,Polish sports shooter,sport shooter,,Poland,Krzysztof
,1957-05-07,Mike Jones,"personal trainer, author, and a former escort and masseur",personal trainer author,,United States of America,Mike
,1957-05-07,Robyn Leggatt,Australian field hockey player,field hockey player,,Australia,
,1957-05-07,Paul Leary,American musician,record producer composer guitarist,,United States of America,Paul
,1957-05-07,Simon Davies,British television presenter,television presenter,,United Kingdom,Simon
,1957-05-07,Tia Powell,American physician,psychiatrist,,,
,1957-05-07,Yasuhito Yamamoto,manga artist,mangaka,,Japan,
,1956-05-07 1957-05-07,Nicholas Hytner,English film and theatre director,theater director film director film producer,fellow,United Kingdom,Nicholas
,1956-05-07,John Ole Aspli,Norwegian politician,politician,Vararepresentant mayor of Rindal,Norway,John
,1956-05-07,Hartmut Reich,German amateur wrestler,amateur wrestler,,Germany German Democratic Republic,Hartmut
,1956-05-07,Jan Peter Balkenende,Dutch politician,jurist politician professor lawyer university teacher,Prime Minister of the Netherlands member of the House of Representatives of the Netherlands,Kingdom of the Netherlands,Jan Peter
,1956-05-07,Göran Göransson,Swedish association football player,association football player,,Sweden,Göran
,1956-05-07,Chris Hansen,Australian footballer,Australian rules football player lawyer,,Australia,Chris
,1956-05-07,Valerie Foushee,American politician,politician,member of the State Senate of North Carolina,United States of America,Valerie
,1956-05-07,K.M. Akhtaruzzaman,Bangladeshi businessman,businessperson,,Bangladesh Pakistan,K.
,1956-05-07,André Soares,Angolan Anglican bishop,Catholic priest,bishop,,André
,1956-05-07,Phil Kenyon,British squash player (*1956) ♂,squash player,,United Kingdom,Phil
,1956-05-07,Andreas Plückthun,biochemist,biochemist,,Germany,Andreas
,1956-05-07,Anne Dudley,English composer and pop musician,composer musician pianist conductor film score composer record producer,,United Kingdom,Anne Jennifer
,1956-05-07,S. Scott Bullock,American actor,voice actor television actor film actor,,United States of America,S.
,1956-05-07,Andrei Dmitriev,Russian novelist and short story writer,writer screenwriter,,Soviet Union Russia,Andrei
,1956-05-07,Vladimir Lisin,Russian businessman,entrepreneur,chief executive officer,Soviet Union Russia,Wladimir Vladimir
,1956-05-07,Brendan Lynskey,Irish hurler,hurler,,Ireland,Brendan
,1956-05-07,Bruce Threadgill,American football player,American football player Canadian football player,,United States of America,Bruce
,1956-05-07,Calum MacDonald,British politician,politician,Member of the 53rd Parliament of the United Kingdom Member of the 52nd Parliament of the United Kingdom Member of the 51st Parliament of the United Kingdom Member of the 50th Parliament of the United Kingdom,United Kingdom,Calum
,1956-05-07,Dušan Meško,"Internist, head of the Department of Sports Medicine at the Martin University Hospital",internist writer,,Slovakia,Dušan
,1956-05-07,Elsie Arntzen,Member of the Montana House of Representatives,politician,Member of the Montana House of Representatives,United States of America,Elsie
,1956-05-07,Hayden Nicholas,American musician,songwriter record producer,,United States of America,Hayden
,1956-05-07,Gabriela Ruiz del Rincón,Mexican politician,politician,Member of the Chamber of Deputies of Mexico member of the Senate of Mexico,Mexico,Gabriela
,1956-05-07,John Levis,American editor,editor,,United States of America,John
,1956-05-07,Jane Kelly,British artist,painter,,United Kingdom,Jane
,1956-05-07,Ray Strong,American football player,American football player Canadian football player,,,
,1956-05-07,Joel B. Green,American theologian,theologian,,United Kingdom,Joel
,1956-05-07,Tony Cassolato,Canadian ice hockey player,ice hockey player,,Canada,Tony
,1956-05-07,Lars Molin,ice hockey player,ice hockey player,,Sweden,Lars
,1956 1956-05-07,Dariusz Wolski,Polish cinematographer,cinematographer,,Poland,Dariusz
,1956-05-07,Stanisław Żółtek,Polish politician,politician,member of the European Parliament,Poland,Stanisław
,1955-05-07,Stefan Lundin,Swedish footballer and manager,association football player association football manager,,Sweden,Stefan
